INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,AGENT_NAME,DATE_OF_JOINING,AGENT_CITY,AGENT_STATE,AGENT_POSTAL_CODE,EMP_ROUTING_NUMBER,EMP_ACCT_NUMBER,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE,VENDOR_POSTAL_CODE,TRANSACTION_DAY,TRANSACTION_MONTH,TRANSACTION_YEAR,POLICY_EFF_DAY,POLICY_EFF_MONTH,POLICY_EFF_YEAR,LOSS_DAY,LOSS_MONTH,LOSS_YEAR,REPORT_DAY,REPORT_MONTH,REPORT_YEAR
Travel,74.36,5000,Savannah,GA,31404,N,56,40,Y,3,L,Rent,MI,Bachelor,A,Total Loss,Police,0,1,CO,Arvada,5,AGENT00615,VNDR00407,Kira Bilodeau,1998-01-24,Arvada,CO,80005,86331560,KHMF15325688370799,"Wilson, Acosta and Chapman",Savannah,GA,31419,3,6,2020,9,1,2013,30,5,2020,31,5,2020
Life,76.97,99000,Fayetteville,AR,72704,Y,52,108,Y,7,L,Mortgage,LI,Bachelor,A,Minor Loss,Ambulance,0,1,FL,Panama City Beach,3,AGENT00309,VNDR00019,Lee Nieland,2018-01-30,Annapolis,MD,21409,13039725,XHMI64603654388189,Wells-Hooper,Glendale,AZ,85301,3,6,2020,24,6,2015,21,5,2020,26,5,2020
Mobile,6.15,300,Arvada,CO,80005,Y,60,81,Y,3,M,Mortgage,LI,College,A,Total Loss,Ambulance,0,1,AL,Montgomery,9,AGENT00315,VNDR00056,Jean Mcdonald,2016-09-02,Nashville,TN,37207,68165220,TGAG92624349214341,"Russell, Mills and Calderon",Annapolis,MD,21402,3,6,2020,14,10,2016,1,6,2020,1,6,2020
Life,78.34,52000,Nashville,TN,37209,Y,60,55,Y,4,L,Own,MI,Bachelor,A,Minor Loss,Ambulance,1,0,CO,Telluride,17,AGENT00561,VNDR00261,Julia Constant,2015-08-14,Savannah,GA,31406,15418593,DYDB12733304382982,"Blake, Jackson and Scott",Glendale,AZ,85301,3,6,2020,29,10,2018,14,5,2020,19,5,2020
Life,67.88,59000,Savannah,GA,31405,Y,50,34,Y,4,H,Own,HI,Bachelor,A,Major Loss,Ambulance,1,1,CO,Wheat Ridge,19,AGENT00935,VNDR00521,Adam Villar,2009-05-18,Litchfield Park,AZ,85340,33697833,FMCB37381150648042,"Gordon, Young and Webster",Manchester,CT,6040,3,6,2020,15,8,2014,17,5,2020,22,5,2020
Life,68.72,60000,Nashville,TN,37212,Y,32,85,Y,7,H,Rent,MI,High School,A,Major Loss,Ambulance,1,1,CA,Livermore,5,AGENT00210,VNDR00488,Susan Morace,2011-04-21,Washington,DC,20018,67659753,BMAQ41191552040977,Walker-Ingram,Fremont,CA,94536,3,6,2020,9,7,2011,14,5,2020,19,5,2020
Life,86.31,39000,Sacramento,CA,95824,N,42,54,Y,7,M,Mortgage,HI,Bachelor,A,Major Loss,Ambulance,1,0,AR,Fayetteville,17,AGENT00283,VNDR00527,Stefani Good,2000-03-11,Glendale,AZ,85308,106249451,CSAT63812134769169,"Gardner, Hendricks and Peterson",Panama City,FL,32405,3,6,2020,5,6,2017,27,5,2020,29,5,2020
Motor,100.14,7000,Arlington,MA,2474,Y,33,36,Y,6,L,Mortgage,MI,High School,A,Major Loss,Police,1,1,CA,Oakland,15,AGENT00094,VNDR00134,Claudia Lennon,2013-04-29,Crofton,MD,21114,21205075,WUGY06547890280364,Miller Ltd,Anchorage,AK,99507,3,6,2020,26,8,2013,22,5,2020,27,5,2020
Travel,81.79,4000,Arvada,CO,80004,N,63,43,N,3,M,Rent,HI,MD,A,Major Loss,Ambulance,1,0,AR,Fayetteville,4,AGENT00680,VNDR00107,Martha Hanni,2011-04-13,Manchester,CT,6040,80946032,IATZ67264889365770,"Kaiser, Sanford and Lopez",Arvada,CO,80003,3,6,2020,28,7,2018,2,6,2020,2,6,2020
Life,88.05,79000,Edmond,OK,73013,Y,36,42,Y,5,M,Rent,MI,High School,A,Minor Loss,Ambulance,1,0,GA,Savannah,21,AGENT00319,VNDR00074,Frances Kimble,2010-03-17,Hayward,CA,94545,52223699,UQCT68193176921717,Fox-Anderson,Berkeley,CA,94708,3,6,2020,5,11,2011,24,5,2020,27,5,2020
Travel,89.36,2000,Manchester,CT,6042,Y,36,29,Y,3,L,Mortgage,MI,MD,A,Major Loss,Ambulance,0,0,GA,Savannah,10,AGENT00630,VNDR00287,Myrtle Mackie,2014-04-20,Middleton,MA,1949,66017529,KCVN88530832059160,Thompson Inc,Nashville,TN,37211,3,6,2020,12,11,2013,18,5,2020,23,5,2020
Life,95.04,14000,Hanover,MD,21076,Y,35,39,Y,6,L,Mortgage,MI,Bachelor,A,Minor Loss,Ambulance,0,1,AK,Anchorage,10,AGENT00559,VNDR00466,Walter Hardesty,2006-02-26,Bakersfield,CA,93313,11675945,FYYB27614002271378,Wood Group,Annapolis,MD,21409,3,6,2020,5,2,2016,31,5,2020,31,5,2020
Mobile,11.57,100,Nashville,TN,37207,N,44,107,Y,3,L,Rent,MI,College,A,Minor Loss,Other,0,0,FL,Panama City,13,AGENT00771,VNDR00101,Roger Burns,1995-04-13,Oklahoma City,OK,73120,106587058,YFCY12225670168302,Walker Group,Louisville,KY,40272,3,6,2020,1,6,2017,30,5,2020,31,5,2020
Motor,109.33,6000,Fayetteville,AR,72703,Y,50,69,Y,6,L,Rent,HI,Bachelor,A,Total Loss,Police,1,1,FL,Youngstown,0,AGENT00304,VNDR00077,Andrea Storey,2010-08-22,Union City,CA,94587,100926686,IYTL50462408661308,Bartlett-Winters,Savannah,GA,31406,3,6,2020,25,11,2016,14,5,2020,19,5,2020
Motor,126.63,1000,Nashville,TN,37207,Y,34,35,Y,4,L,Mortgage,HI,Bachelor,A,Major Loss,Police,0,1,CO,Arvada,9,AGENT00167,VNDR00541,William Wiggins,1993-01-13,Fresno,CA,93737,112451961,LYDU21770348434555,Robinson-Hernandez,Louisville,KY,40207,3,6,2020,13,7,2014,28,5,2020,30,5,2020
Life,77.65,78000,Panama City,FL,32405,Y,25,75,Y,5,M,Mortgage,MI,High School,A,Major Loss,Ambulance,1,0,CA,Hesperia,16,AGENT00792,VNDR00588,Beatrice Pontius,2008-09-12,Savannah,GA,31404,76620951,WGLU91093350238065,Jenkins Group,Tybee Island,GA,31328,3,6,2020,29,8,2011,30,5,2020,31,5,2020
Motor,82.0,10000,Arvada,CO,80004,Y,61,21,Y,5,L,Own,MI,College,A,Minor Loss,Police,0,1,FL,Lynn Haven,4,AGENT00001,VNDR00394,Ray Johns,1993-06-05,Waterbury Center,VT,5677,34584958,HKUN51252328472585,Hart PLC,Santa Rosa,CA,95404,3,6,2020,31,1,2011,21,5,2020,26,5,2020
Health,102.63,9000,Oakland,CA,94611,N,63,96,Y,3,L,Own,LI,Bachelor,A,Major Loss,Ambulance,0,1,MA,Lowell,4,AGENT00955,VNDR00125,Bryan Dondero,2011-11-22,Hartford,VT,5033,129325404,XFVS57996633902953,Thompson Inc,Louisville,KY,40204,3,6,2020,25,4,2017,31,5,2020,31,5,2020
Health,199.63,16000,Glendale,AZ,85304,N,26,47,Y,3,L,Mortgage,MI,High School,A,Major Loss,Police,1,1,FL,Panama City,9,AGENT00428,VNDR00075,Donita Taylor,2011-07-05,Montgomery,AL,36117,54549371,HOZI46697621159422,Blackwell-Foster,Nashville,TN,37215,3,6,2020,7,8,2017,27,5,2020,29,5,2020
Travel,62.02,1000,Manchester,CT,6040,N,45,85,Y,4,L,Mortgage,MI,MD,A,Minor Loss,Ambulance,0,1,OK,Oklahoma City,22,AGENT01136,VNDR00086,Melissa Dolecki,1996-03-14,Nashville,TN,37218,40809892,XPNS54217771686001,"Guerrero, Norman and Baker",Dartmouth,MA,2748,4,6,2020,10,4,2017,20,5,2020,25,5,2020
Health,153.52,19000,Louisville,KY,40222,Y,28,108,Y,6,L,Rent,MI,High School,A,Minor Loss,Other,1,0,TN,Nashville,9,AGENT00573,VNDR00532,Diane Burge,2013-04-17,Yarmouth,MA,2673,127864954,RTKX42239312918907,"Duffy, Martinez and Jones",Glendale,AZ,85308,4,6,2020,16,1,2019,15,5,2020,20,5,2020
Health,116.27,7000,Danville,VT,5873,Y,60,119,Y,3,H,Own,HI,High School,A,Major Loss,Ambulance,1,1,CA,Oakland,7,AGENT00474,VNDR00251,Antoinette Rehkop,2003-04-05,Piedmont,CA,94610,58706314,IGXL71581076733788,Sanchez LLC,Manchester,CT,6040,4,6,2020,5,6,2015,23,5,2020,28,5,2020
Travel,72.52,1000,Oklahoma City,OK,73112,Y,47,94,Y,6,L,Mortgage,HI,High School,A,Total Loss,Police,1,1,OK,Moore,10,AGENT00908,VNDR00244,Robert Dargan,2010-11-13,Grass Valley,CA,95945,123271693,BKCO89107948053686,Michael LLC,Washington,DC,20002,4,6,2020,29,5,2016,30,5,2020,31,5,2020
Life,83.23,95000,Montgomery,AL,36117,Y,55,71,Y,6,M,Own,HI,Masters,A,Major Loss,Ambulance,0,1,MD,Davidsonville,6,AGENT00254,VNDR00508,Freda Dudley,2013-01-17,Savannah,GA,31405,91206790,AHEF60771774635030,"Conway, Meyer and White",Anchorage,AK,99515,4,6,2020,12,8,2017,31,5,2020,1,6,2020
Motor,116.8,9000,Washington,DC,20003,N,55,64,Y,5,L,Rent,HI,MD,A,Total Loss,Ambulance,0,1,AK,Anchorage,13,AGENT00482,VNDR00532,Jose Dame,2011-01-14,El Cerrito,CA,94530,53663122,HPOF21663336466032,"Duffy, Martinez and Jones",Glendale,AZ,85308,4,6,2020,1,7,2014,26,5,2020,29,5,2020
Life,82.05,15000,Washington,DC,20011,Y,35,75,Y,2,M,Mortgage,LI,Bachelor,A,Total Loss,Ambulance,0,0,DC,Washington,8,AGENT00397,VNDR00050,Humberto Tanguay,1993-01-16,Medford,MA,2155,62842617,MFRY04945416317648,"Rivera, Johnson and Drake",Manchester,CT,6042,4,6,2020,31,7,2014,31,5,2020,1,6,2020
Life,75.6,41000,Nashville,TN,37218,Y,45,80,Y,4,M,Own,MI,Bachelor,A,Total Loss,Police,1,0,FL,Panama City,7,AGENT00786,VNDR00568,Victor Perrin,1993-02-11,Louisville,KY,40272,115241097,WREH18805592939657,"Green, Allen and Collins",Manchester,CT,6040,4,6,2020,26,2,2017,25,5,2020,28,5,2020
Mobile,9.14,300,Glendale,AZ,85302,N,49,44,Y,3,M,Rent,MI,High School,A,Minor Loss,Ambulance,1,1,GA,Savannah,10,AGENT00943,VNDR00597,Jessica Perkins,2010-04-20,Panama City Beach,FL,32413,73435961,DMEO67186631936426,Ortiz-Donovan,Fayetteville,AR,72701,4,6,2020,27,10,2015,26,5,2020,29,5,2020
Mobile,11.34,200,Anchorage,AK,99518,Y,60,77,Y,5,H,Rent,LI,High School,A,Major Loss,Ambulance,1,0,CA,Cupertino,13,AGENT00011,VNDR00313,Nancy Coronado,2002-01-31,Washington,DC,20019,28574903,CEIG07819775081568,Jackson PLC,Thunderbolt,GA,31404,4,6,2020,25,9,2014,30,5,2020,31,5,2020
Property,89.76,31000,Savannah,GA,31401,N,37,42,Y,6,M,Mortgage,HI,High School,A,Major Loss,Ambulance,1,1,AZ,Glendale,10,AGENT00007,VNDR00057,Michael Hoskins,1993-10-26,Glendale,AZ,85302,53819552,OVFE89299102977291,Mckinney-Riley,Washington,DC,20002,4,6,2020,15,1,2016,16,5,2020,21,5,2020
Motor,136.47,1000,Anchorage,AK,99515,Y,50,114,N,3,L,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,1,AZ,Glendale,23,AGENT00691,VNDR00267,Terri Kranz,2002-04-27,Fayetteville,AR,72703,124426858,GYTD73994023491979,Mercado Inc,Oklahoma City,OK,73132,4,6,2020,7,3,2019,15,5,2020,20,5,2020
Motor,127.87,7000,Panama City,FL,32404,N,39,72,N,5,M,Own,MI,MD,A,Total Loss,Police,1,1,AL,Montgomery,8,AGENT00198,VNDR00344,William Jones,2011-11-25,Savannah,GA,31405,12579736,BTGV58603148834770,Lewis Ltd,Montgomery,AL,36104,4,6,2020,20,10,2016,16,5,2020,21,5,2020
Travel,60.87,3000,Washington,DC,20002,Y,42,64,Y,2,L,Rent,MI,High School,A,Minor Loss,Police,1,0,DC,Washington,7,AGENT00869,VNDR00361,Natalie Gunther,2003-12-19,Louisville,KY,40203,100917297,AYVU08555971665195,Boyd-Fleming,Arvada,CO,80005,4,6,2020,25,12,2012,2,6,2020,2,6,2020
Life,92.65,19000,Fitchburg,MA,1420,N,61,117,Y,5,H,Mortgage,LI,Bachelor,A,Major Loss,Police,0,0,VT,Saint Albans City,1,AGENT01177,VNDR00386,Jeffrey Merrell,2013-07-10,Louisville,KY,40213,86511717,DIDX84463472014031,Simpson Inc,Fayetteville,AR,72701,4,6,2020,21,6,2012,21,5,2020,26,5,2020
Life,96.95,50000,Annapolis,MD,21403,N,47,19,Y,4,L,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,1,CA,Suisun City,5,AGENT01119,VNDR00287,Robin Justice,2007-09-20,Nashville,TN,37209,63161258,DDYP46800697706803,Thompson Inc,Nashville,TN,37211,4,6,2020,14,5,2018,1,6,2020,1,6,2020
Life,69.59,84000,Montgomery,AL,36117,Y,47,94,Y,2,M,Rent,LI,Masters,A,Minor Loss,Other,0,0,CA,Hayward,12,AGENT00603,VNDR00474,Eleanor Timko,1993-09-27,Severn,MD,21144,99291684,UMBO35567858615366,"Brown, Morris and Castro",Glen Burnie,MD,21061,4,6,2020,17,11,2011,25,5,2020,28,5,2020
Property,94.33,20000,Fayetteville,AR,72701,Y,40,85,N,7,L,Mortgage,LI,High School,A,Major Loss,Ambulance,1,0,AL,Montgomery,11,AGENT00265,VNDR00360,Roberta Lewis,2000-06-01,Louisville,KY,40258,121560924,INKC72804181399367,Smith-Booth,Nashville,TN,37216,4,6,2020,13,2,2011,30,5,2020,31,5,2020
Life,71.65,78000,Washington,DC,20003,Y,64,42,Y,2,M,Rent,LI,Bachelor,A,Total Loss,Police,0,1,TN,Nashville,14,AGENT01042,VNDR00046,Alisa Hohman,2011-05-12,Fayetteville,AR,72701,56200838,DKNT15155595349374,Anderson Inc,Montgomery,AL,36113,4,6,2020,29,12,2012,19,5,2020,24,5,2020
Travel,96.33,2000,Eureka,CA,95501,Y,51,54,Y,5,M,Rent,LI,Bachelor,A,Minor Loss,Ambulance,1,1,CT,Manchester,21,AGENT00491,VNDR00233,Joel Nix,2011-10-09,Louisville,KY,40208,15153162,KNFB87745766098749,Cardenas-Mcknight,Anchorage,AK,99502,4,6,2020,30,11,2014,20,5,2020,25,5,2020
Mobile,9.58,600,Savannah,GA,31404,N,60,84,Y,2,M,Rent,HI,Masters,A,Major Loss,Other,0,0,DC,Washington,5,AGENT01181,VNDR00170,Bonita Holcomb,2001-11-10,Savannah,GA,31404,97027083,TOJB34348311140084,Smith-Blake,Anchorage,AK,99515,4,6,2020,6,4,2011,19,5,2020,24,5,2020
Motor,134.55,6000,Pooler,GA,31322,Y,57,51,Y,5,L,Mortgage,HI,High School,A,Major Loss,Ambulance,1,1,AK,Anchorage,0,AGENT00028,VNDR00423,Pam Evans,2012-07-30,Washington,DC,20011,73180915,FMOY86795555984406,"Maynard, Foster and Rangel",Nashville,TN,37013,4,6,2020,16,6,2019,20,5,2020,25,5,2020
Motor,107.72,3000,Manchester,CT,6042,N,62,27,N,4,L,Own,HI,Masters,A,Total Loss,Police,0,1,OK,Midwest City,12,AGENT00383,VNDR00083,Fredrick Killen,2014-01-27,Glendale,AZ,85306,41034129,WOZA09167511663652,"Kennedy, Benjamin and Young",Montgomery,AL,36109,4,6,2020,25,4,2017,16,5,2020,21,5,2020
Health,189.17,10000,Louisville,KY,40207,Y,47,11,Y,2,L,Rent,HI,High School,D,Total Loss,Police,0,0,CO,Arvada,17,AGENT00438,VNDR00312,Hollis Mcmillian,2014-11-22,Manchester,CT,6040,82525590,BETA17225310488201,Roberts Inc,Glendale,AZ,85302,4,6,2020,19,6,2018,15,5,2020,20,5,2020
Travel,61.14,3000,Nashville,TN,37209,N,32,63,Y,2,M,Rent,LI,Bachelor,A,Major Loss,Ambulance,0,0,CT,Manchester,8,AGENT00969,VNDR00415,Julian Holland,1990-09-10,Panama City Beach,FL,32407,113174014,ZCGA42160773116840,Wells Group,Manchester,CT,6042,4,6,2020,17,11,2013,22,5,2020,27,5,2020
Mobile,8.41,100,Manchester,CT,6042,Y,33,72,Y,7,L,Mortgage,MI,Masters,A,Major Loss,Ambulance,1,1,VT,Colchester,20,AGENT00694,VNDR00375,Jean Dominguez,2004-11-01,Manchester,CT,6040,81400687,OVPX20253547941417,"Ortega, Maldonado and Carson",Panama City Beach,FL,32413,4,6,2020,17,11,2012,21,5,2020,26,5,2020
Life,82.01,100000,San Leandro,CA,94579,Y,49,56,Y,2,M,Own,LI,Bachelor,A,Total Loss,Ambulance,0,0,AR,Fayetteville,23,AGENT01193,VNDR00117,Manuel Montgomery,1995-08-23,Mexico Beach,FL,32456,30264777,KOSK18300077480523,"Brown, Baker and Lucas",Edmond,OK,73012,4,6,2020,23,12,2019,26,5,2020,29,5,2020
Property,116.87,21000,Barre,VT,5641,Y,57,60,Y,7,L,Own,HI,College,A,Major Loss,Police,1,0,CT,Manchester,5,AGENT00353,VNDR00417,Sara Fincher,2018-05-12,Montgomery,AL,36116,12747597,LQZS06791544469089,Wong-Meza,Panama City Beach,FL,32407,4,6,2020,9,12,2015,21,5,2020,26,5,2020
Mobile,6.19,700,Redlands,CA,92373,Y,26,43,Y,7,L,Mortgage,MI,High School,A,Minor Loss,Ambulance,1,1,MD,Glen Burnie,7,AGENT00382,VNDR00193,Deborah Cendejas,1992-02-18,Washington,DC,20002,95570794,NWFO69387051407835,Hensley-Day,Fayetteville,AR,72703,4,6,2020,19,10,2014,31,5,2020,1,6,2020
Travel,95.96,4000,Arvada,CO,80004,Y,45,32,Y,5,L,Mortgage,LI,Bachelor,A,Minor Loss,Other,0,0,GA,Pooler,18,AGENT00391,VNDR00313,Bernice Mcneeley,2014-10-21,Danville,VT,5873,24557924,VAUX84281971835797,Jackson PLC,Thunderbolt,GA,31404,4,6,2020,30,9,2015,29,5,2020,31,5,2020
Life,56.22,97000,Oklahoma City,OK,73114,Y,37,51,Y,5,M,Rent,LI,MD,D,Major Loss,Police,0,1,FL,Panama City,12,AGENT00861,VNDR00256,Sheryl Chang,2010-08-21,Roseville,CA,95678,12898970,GUEP26903893681976,Barrett and Sons,Fremont,CA,94538,4,6,2020,20,3,2014,22,5,2020,27,5,2020
Mobile,10.22,700,Aurora,CO,80011,N,42,107,Y,2,M,Mortgage,HI,High School,A,Major Loss,Police,1,0,CA,Sacramento,14,AGENT00476,VNDR00330,Melvin Schmidt,1997-11-13,Panama City,FL,32401,82681308,SJPS19143578027267,"Baker, Tucker and Anderson",Savannah,GA,31401,4,6,2020,22,5,2016,19,5,2020,24,5,2020
Property,139.5,15000,Kenai,AK,99611,N,54,40,Y,3,M,Mortgage,MI,PhD,D,Minor Loss,Ambulance,1,1,CO,Arvada,18,AGENT01038,VNDR00364,Edward Harling,2000-12-04,Edgewater,MD,21037,58818260,JBBC38367729435304,Medina-Wilkinson,Baldwin Park,CA,91706,5,6,2020,5,5,2018,31,5,2020,1,6,2020
Travel,59.16,4000,Washington,DC,20003,Y,29,36,Y,4,M,Mortgage,MI,High School,A,Major Loss,Police,0,1,GA,Savannah,13,AGENT00280,VNDR00293,Randy Wren,2008-06-18,Fayetteville,AR,72701,44960203,VDUY15456292336402,Brown Ltd,Cambridge,MA,2139,5,6,2020,13,8,2017,24,5,2020,29,5,2020
Life,74.25,86000,Greenfield,MA,1301,Y,25,54,Y,6,L,Own,LI,High School,A,Minor Loss,Ambulance,1,1,CA,Berkeley,17,AGENT00280,VNDR00591,Randy Wren,2008-06-18,Fayetteville,AR,72701,44960203,VDUY15456292336402,Hoffman-Roberts,Rancho Cordova,CA,95670,5,6,2020,14,7,2011,3,6,2020,3,6,2020
Life,51.12,36000,Louisville,KY,40213,N,56,46,Y,7,H,Mortgage,HI,Bachelor,A,Total Loss,Ambulance,1,0,OK,Midwest City,5,AGENT01006,VNDR00519,Teresa Sedrakyan,1990-11-30,Ashland,MA,1721,92239012,ADRV42619145551812,"Luna, Meyer and Lopez",Salinas,CA,93908,5,6,2020,10,8,2016,18,5,2020,23,5,2020
Life,52.71,43000,Montgomery,AL,36117,Y,57,35,Y,3,M,Rent,LI,Bachelor,A,Total Loss,Police,1,1,AK,Anchorage,5,AGENT01114,VNDR00280,Dianne Peters,2010-03-13,Belchertown,MA,1007,64747956,GZXQ72626875674734,James-Fowler,Twentynine Palms,CA,92277,5,6,2020,26,3,2013,20,5,2020,25,5,2020
Motor,111.08,5000,Glendale,AZ,85308,Y,41,119,Y,6,L,Mortgage,LI,Bachelor,A,Minor Loss,Other,0,0,GA,Savannah,23,AGENT00050,VNDR00183,Barry Reynolds,2009-06-22,Oklahoma City,OK,73135,129787518,EZLV62055894696180,"Johnson, Espinoza and Kelley",Louisville,KY,40291,5,6,2020,13,11,2016,26,5,2020,29,5,2020
Property,120.86,39000,Riverview,FL,33579,Y,64,97,Y,6,L,Own,HI,College,A,Minor Loss,Police,1,1,AK,Anchorage,10,AGENT00226,VNDR00599,David Stephenson,1999-06-10,Anchorage,AK,99501,90079481,VXPO10262783761493,Reeves-Leonard,Litchfield Park,AZ,85340,5,6,2020,19,1,2013,16,5,2020,21,5,2020
Life,53.86,92000,Nashville,TN,37207,Y,35,50,Y,6,L,Own,MI,Bachelor,A,Major Loss,Police,0,1,TN,Nashville,18,AGENT00460,VNDR00517,Jamie Williams,2012-05-26,Oklahoma City,OK,73159,102111376,JKVG12606874362124,Zimmerman-Ortega,Manchester,CT,6040,5,6,2020,28,4,2015,18,5,2020,23,5,2020
Mobile,10.39,300,Glendale,AZ,85306,Y,31,106,Y,4,H,Rent,HI,Bachelor,A,Total Loss,Other,0,1,CT,Manchester,18,AGENT01109,VNDR00239,Rita Landes,2007-04-02,Union City,CA,94587,13296717,BRRW88733394012251,Brooks-Bowen,Oklahoma City,OK,73112,5,6,2020,19,12,2013,17,5,2020,22,5,2020
Motor,91.56,5000,Arvada,CO,80003,Y,30,41,Y,7,L,Rent,MI,PhD,A,Minor Loss,Police,1,1,FL,Panama City,9,AGENT00271,VNDR00307,John Krammes,2008-02-08,Glendale,AZ,85301,115525865,TECT01077710803789,"Reeves, Brown and Burch",Fayetteville,AR,72704,5,6,2020,12,8,2011,18,5,2020,23,5,2020
Property,140.85,13000,Montgomery,AL,36116,Y,41,52,Y,5,L,Own,LI,Bachelor,A,Total Loss,Ambulance,1,1,CO,Aspen,8,AGENT01085,VNDR00348,Leo Gaydos,2015-08-09,Washington,DC,20001,72577192,ZCYG93471807643444,Lee and Sons,Glendale,AZ,85301,5,6,2020,11,2,2019,23,5,2020,28,5,2020
Travel,64.31,4000,Northfield,KY,40222,Y,28,16,Y,7,M,Rent,LI,Masters,A,Major Loss,Other,1,1,AL,Montevallo,8,AGENT01013,VNDR00535,Brittany Hull,2000-05-19,Annapolis,MD,21401,22564760,WPSQ66669309289118,French and Sons,San Leandro,CA,94577,5,6,2020,12,8,2010,3,6,2020,3,6,2020
Travel,68.83,5000,Fayetteville,AR,72701,N,28,12,Y,3,M,Own,LI,Bachelor,A,Total Loss,Ambulance,0,1,VT,Colchester,22,AGENT00879,VNDR00486,Raymundo Pelchat,2010-08-20,Livermore,CA,94550,123681348,HLCL83413501366269,Taylor-Price,San Leandro,CA,94578,5,6,2020,25,3,2011,26,5,2020,29,5,2020
Travel,59.33,3000,Montgomery,AL,36108,N,62,51,Y,5,H,Rent,HI,High School,A,Total Loss,Ambulance,0,1,FL,Panama City Beach,12,AGENT00088,VNDR00496,Sara Keith,2009-01-28,Pleasanton,CA,94566,42301932,ADPI28499084429103,Hunter-Estrada,Washington,DC,20019,5,6,2020,8,9,2019,24,5,2020,29,5,2020
Motor,129.58,4000,Fayetteville,AR,72701,Y,39,93,Y,2,L,Mortgage,MI,High School,A,Minor Loss,Police,1,1,VT,Thetford,5,AGENT01100,VNDR00423,Denice Harp,2010-09-25,Nashville,TN,37115,102029073,EDBR26335668618036,"Maynard, Foster and Rangel",Nashville,TN,37013,5,6,2020,7,8,2013,31,5,2020,1,6,2020
Mobile,11.46,100,Guilford,VT,5301,Y,26,55,N,5,H,Own,LI,Bachelor,A,Minor Loss,Other,0,1,AR,Fayetteville,23,AGENT00341,VNDR00548,Caitlin Heiden,2013-12-09,Arvada,CO,80005,118783662,JCYJ11703676767406,Ellis-Weiss,Manchester,CT,6042,5,6,2020,12,5,2011,30,5,2020,1,6,2020
Mobile,6.75,200,Manchester,CT,6040,Y,54,14,Y,5,L,Rent,MI,High School,A,Minor Loss,Other,1,1,DC,Washington,4,AGENT01049,VNDR00590,Jazmin Lewison,1996-01-21,Fayetteville,AR,72703,49847059,DRKT56753972724850,Riley-Kelly,Manchester,CT,6042,5,6,2020,1,12,2019,31,5,2020,1,6,2020
Health,121.26,3000,Crofton,MD,21114,Y,39,96,Y,5,M,Rent,MI,High School,A,Total Loss,Ambulance,1,1,MA,Fall River,7,AGENT00639,VNDR00375,Shelby Richards,1995-03-01,Manchester,CT,6040,124190333,YFFY90307447508970,"Ortega, Maldonado and Carson",Panama City Beach,FL,32413,5,6,2020,5,7,2018,31,5,2020,1,6,2020
Health,188.54,17000,Anchorage,AK,99577,N,31,67,Y,2,L,Mortgage,LI,Bachelor,A,Minor Loss,Police,1,0,GA,Savannah,10,AGENT00929,VNDR00583,Krista Cates,1993-06-07,Orange,CA,92869,121300090,IUKO84188686190049,Powers-Burgess,Washington,DC,20002,5,6,2020,10,12,2019,16,5,2020,21,5,2020
Property,105.82,31000,Pooler,GA,31322,Y,60,63,Y,3,M,Mortgage,HI,College,A,Major Loss,Police,1,1,KY,Louisville,2,AGENT01177,VNDR00600,Jeffrey Merrell,2013-07-10,Louisville,KY,40213,86511717,DIDX84463472014031,"Jacobs, Fox and Torres",Fayetteville,AR,72701,5,6,2020,30,4,2012,31,5,2020,1,6,2020
Mobile,7.6,100,Arvada,CO,80003,Y,44,22,Y,3,M,Mortgage,MI,College,A,Minor Loss,Ambulance,0,1,DC,Washington,18,AGENT00394,VNDR00075,Thomas Fannin,1995-04-05,Manchester,CT,6042,86814566,CRQT37628890356070,Blackwell-Foster,Nashville,TN,37215,5,6,2020,20,2,2015,19,5,2020,24,5,2020
Mobile,6.08,200,Severn,MD,21144,N,55,88,Y,5,L,Own,HI,High School,A,Major Loss,Other,1,0,MD,Glen Burnie,10,AGENT00976,VNDR00313,Eva Wallen,2012-07-19,Anchorage,AK,99507,97263449,NATS46515351835677,Jackson PLC,Thunderbolt,GA,31404,5,6,2020,9,6,2017,29,5,2020,31,5,2020
Property,147.74,11000,Nashville,TN,37013,Y,42,68,Y,6,L,Mortgage,MI,High School,A,Minor Loss,Police,0,1,GA,Pooler,0,AGENT00518,VNDR00200,Carl Heck,2017-03-17,Athol,MA,1331,110535779,MHWI68779784533944,Meyer-Stevenson,Louisville,KY,40272,6,6,2020,6,6,2016,2,6,2020,3,6,2020
